NPI|NDC|Units|UnitCost
0000000008|00000003674|1492|355.50
0000000005|00000000849|177|452.41
0000000006|00000000821|1106|434.91
0000000010|00000004234|2643|296.82
0000000009|00000004599|2498|362.54
0000000005|00000001999|2619|371.11
0000000006|00000002913|309|17.17
0000000001|00000002564|1579|393.40
0000000006|00000003056|2025|306.44
0000000002|00000004456|2612|454.19
0000000007|00000003052|171|337.57
0000000009|00000002197|1566|129.24
0000000009|00000000492|2189|403.38
0000000003|00000001881|2209|118.13
0000000002|00000002696|1396|252.78
0000000007|00000002199|2372|80.46
0000000008|00000003402|868|182.30
0000000008|00000004200|383|448.90
0000000005|00000000453|2656|178.17
0000000001|00000003843|1102|124.67
0000000004|00000002746|363|295.56
0000000008|00000002034|1334|403.35
0000000001|00000000550|621|474.28
0000000010|00000003218|2958|207.68
0000000003|00000001957|1783|340.15
0000000004|00000000251|619|275.31
0000000008|00000001639|840|469.63
0000000004|00000001725|2449|323.33
0000000005|00000003589|2883|186.18
0000000005|00000004133|1523|383.63
0000000009|00000002675|364|314.22
0000000009|00000004082|181|339.90
0000000001|00000003278|272|427.39
0000000005|00000003994|2480|465.46
0000000005|00000001736|54|454.53
0000000005|00000002921|2950|391.53
0000000006|00000002729|315|391.42
0000000007|00000000419|2268|288.52
0000000001|00000003357|869|157.39
0000000001|00000003632|2621|246.84
0000000001|00000004238|1267|354.61
0000000007|00000000487|459|437.44
0000000001|00000003038|122|62.80
0000000005|00000003578|2484|404.13
0000000006|00000003027|2883|493.80
0000000002|00000002458|2965|206.35
0000000008|00000001641|2378|390.41
0000000009|00000000301|1876|113.57
0000000010|00000001347|370|207.08
0000000010|00000000916|462|135.11
0000000001|00000002137|1705|37.15
0000000002|00000003552|2299|10.95
0000000007|00000004007|2635|235.79
0000000006|00000004719|620|461.29
0000000009|00000000634|2535|222.14
0000000003|00000003801|590|200.94
0000000005|00000002854|2206|470.15
0000000010|00000001946|1906|212.74
0000000005|00000001160|1004|POTATO
0000000010|00000004526|2799|356.72
0000000010|00000001418|2152|180.05
0000000002|00000004615|1015|168.59
0000000007|00000003732|1060|473.80
0000000003|00000001467|927|434.24
0000000004|00000001480|913|432.50
0000000003|00000002473|2909|467.60
0000000009|00000000054|1419|272.28
0000000001|00000001512|989|243.10
0000000010|00000001868|1946|384.40
0000000008|00000002282|1204|291.62
0000000007|00000003682|316|399.35
0000000008|00000000971|43|484.06
0000000004|00000001583|1190|78.12
0000000008|00000003404|47|231.89
0000000008|00000002248|2990|301.94
0000000007|00000000183|1026|44.61
0000000007|00000004279|1467|235.10
0000000008|00000001969|1165|198.73
0000000007|00000003855|1460|349.79
0000000010|00000001334|1689|486.10
0000000010|00000002112|2468|458.92
0000000005|00000002876|2350|482.70
0000000003|00000004211|2104|43.08
0000000010|00000003022|468|330.92
0000000008|00000004801|2855|29.49
0000000008|00000004584|690|461.13
0000000007|00000000812|1003|363.46
0000000002|00000002341|1863|268.87
0000000003|00000000360|903|421.80
0000000009|00000004453|2775|101.47
0000000001|00000003564|1475|45.92
0000000001|00000000858|1240|284.32
0000000004|00000000001|2683|398.87
0000000004|00000002026|1210|310.73
0000000006|00000000197|2662|301.24
0000000001|00000001292|516|295.31
0000000010|00000000846|1995|86.25
0000000001|00000001151|2095|205.05
0000000005|00000004473|612|352.80
0000000003|00000004900|1429|337.16
0000000005|00000004906|2310|274.22
0000000010|00000003044|2585|172.98
0000000003|00000004183|2187|281.98
0000000001|00000003281|983|389.78
0000000006|00000001586|692|453.91
0000000001|00000000506|812|23.82
0000000003|00000003711|1651|164.77
0000000007|00000004215|2737|379.20
0000000006|00000001098|2088|102.92
0000000010|00000004308|2856|192.52
0000000003|00000001913|1268|17.86
0000000006|00000002576|1599|173.55
0000000003|00000004493|691|238.85
0000000001|00000001318|61|471.75
0000000003|00000001976|1562|468.04
0000000004|00000002110|206|433.78
0000000004|00000001197|282|87.76
0000000006|00000002975|2210|298.77
0000000008|00000004244|2630|192.94
0000000007|00000003459|1592|386.54
0000000005|00000004461|1031|344.66
0000000009|00000002949|1423|194.71
0000000007|00000004190|9|237.79
0000000004|00000003320|2656|65.52
0000000003|00000002843|1243|220.65
0000000007|00000003621|964|204.48
0000000001|00000001565|848|169.35
0000000010|00000002007|349|72.08
0000000007|00000002970|146|333.24
0000000002|00000004060|2995|354.93
0000000009|00000000902|1938|93.41
0000000007|00000004897|1405|302.09
0000000008|00000002582|1136|50.50
0000000003|00000004077|1235|430.76
0000000008|00000003141|1004|236.17
0000000009|00000003653|2836|109.57
0000000006|00000001179|1466|438.06
0000000004|00000004432|455|118.77
0000000010|00000004340|62|217.82
0000000008|00000001946|1350|7.39
0000000003|00000002823|70|328.79
0000000007|00000003468|1671|389.15
0000000010|00000003741|606|431.55
0000000008|00000004472|892|457.12
0000000003|00000001802|480|357.22
0000000010|00000004996|1167|362.00
0000000007|00000004945|49|31.41
0000000002|00000004380|1699|252.16
0000000008|00000001950|2104|228.89
0000000004|00000000678|2802|199.22
0000000007|00000003838|650|393.89
0000000006|00000003855|2070|376.70
0000000007|00000003658|1677|100.56
0000000002|00000004601|844|500.74
0000000010|00000000411|787|320.77
0000000005|00000002471|1586|221.72
0000000009|00000002492|824|346.50
0000000001|00000003807|733|500.39
0000000001|00000003410|915|255.30
0000000005|00000000346|1908|276.22
0000000001|00000003979|454|118.00
0000000002|00000004056|236|91.17
0000000008|00000001694|1500|168.27
0000000006|00000004625|404|395.59
0000000003|00000003783|129|147.44
0000000010|00000002917|1278|224.53
0000000006|00000003998|1370|118.18
0000000005|00000002578|402|334.63
0000000001|00000002925|916|491.14
0000000005|00000000924|1260|197.44
0000000007|00000004137|2852|466.55
0000000009|00000003440|2958|70.02
0000000003|00000002765|621|96.93
0000000003|00000000603|2326|19.36
0000000001|00000000318|1927|75.15
0000000006|00000003877|1021|105.60
0000000007|00000003645|1767|94.66
0000000004|00000001664|1441|13.60
0000000003|00000004058|1831|391.63
0000000005|00000004714|447|45.02
0000000005|00000002148|199|96.98
0000000001|00000004781|2727|33.50
0000000006|00000001346|2212|114.55
0000000001|00000002202|1071|345.76
0000000002|00000004863|1164|250.88
0000000007|00000000448|2410|487.41
0000000006|00000004664|243|329.46
0000000010|00000003246|543|185.83
0000000001|00000004856|997|257.97
0000000006|00000001970|596|303.28
0000000010|00000001645|777|318.07
0000000007|00000004662|495|292.95
0000000009|00000002499|131|220.67
0000000007|00000000622|1653|21.89
0000000009|00000000806|2419|121.00
0000000001|00000003929|355|51.02
0000000007|00000002206|143|408.47
0000000008|00000002338|1286|39.09
0000000008|00000002044|1307|447.69
0000000002|00000001231|342|293.34
0000000008|00000001828|125|274.31
0000000004|00000000911|746|116.54
0000000007|00000001568|1687|384.93
0000000009|00000000411|1880|270.00
0000000004|00000002246|2537|192.45
0000000005|00000004206|738|112.07
0000000005|00000004171|1762|80.48
0000000004|00000002686|1806|420.10
0000000005|00000001447|1552|369.73
0000000003|00000000008|402|469.74
0000000008|00000002172|1779|259.54
0000000008|00000004380|112|485.87
0000000010|00000000648|1327|439.73
0000000002|00000000458|824|406.04
0000000003|00000001515|2447|299.90
0000000006|00000003583|2077|439.14
0000000002|00000000104|411|232.30
0000000004|00000003630|2498|126.22
0000000001|00000000099|1492|370.71
0000000005|00000004362|676|219.29
0000000009|00000003972|359|409.30
0000000008|00000002509|2986|406.79
0000000002|00000004953|1634|493.91
0000000007|00000000012|59|355.78
0000000005|00000000021|322|107.22
0000000010|00000001317|2599|477.50
0000000002|00000004023|650|303.04
0000000008|00000002905|1551|353.01
0000000008|00000003898|53|301.13
0000000009|00000004792|2165|50.19
0000000009|00000002640|1061|27.65
0000000002|00000002440|2307|98.38
0000000002|00000001693|2899|11.23
0000000007|00000001735|2081|69.57
0000000007|00000003441|619|89.77
0000000004|00000003157|1827|267.93
0000000010|00000000292|1075|46.38
0000000010|00000001857|2989|242.11
0000000010|00000003768|1733|197.82
0000000008|00000001530|2412|318.40
0000000009|00000002440|324|15.71
0000000001|00000004832|208|228.74
0000000007|00000003422|571|280.42
0000000004|00000004613|531|206.71
0000000002|00000001937|618|410.63
0000000003|00000003672|2649|61.33
0000000008|00000002087|552|494.92
0000000005|00000001974|72|502.75
0000000009|00000004072|728|391.35
0000000007|00000001654|2142|199.36
0000000010|00000001960|1470|449.90
0000000009|00000004210|1173|54.20
0000000009|00000001585|965|39.60
0000000001|00000002655|965|95.70
0000000003|00000003734|528|400.19
0000000002|00000003742|1322|352.24
0000000007|00000001561|1648|315.02
0000000009|00000004868|1129|418.21
0000000004|00000001603|2090|243.23
0000000004|00000001764|170|348.49
0000000004|00000002968|196|412.45
0000000003|00000002511|823|319.30
0000000003|00000002423|1458|436.10
0000000009|00000003849|70|356.15
0000000009|00000002643|849|38.33
0000000004|00000000871|148|141.55
0000000006|00000002031|1061|475.26
0000000003|00000004703|366|444.11
0000000005|00000003478|1210|317.52
0000000007|00000001266|2368|137.63
0000000002|00000004374|497|60.33
0000000004|00000001429|2100|36.73
0000000003|00000004127|2209|239.35
0000000003|00000001279|635|51.60
0000000001|00000003344|2077|328.62
0000000006|00000000464|1403|356.45
0000000010|00000004927|731|110.12
0000000004|00000003161|2095|81.19
0000000001|00000001967|2578|46.25
0000000007|00000000215|953|121.99
0000000010|00000000687|959|63.74
0000000003|00000003274|20|54.72
0000000006|00000002202|1885|331.83
0000000009|00000000166|1535|64.52
0000000001|00000000918|1898|460.19
0000000002|00000000686|2860|360.57
0000000001|00000003193|1168|165.82
0000000003|00000004978|2243|465.93
0000000002|00000000154|946|425.39
0000000005|00000001176|1561|214.23
0000000006|00000001920|2833|451.08
0000000008|00000001893|2411|347.82
0000000003|00000003132|1456|37.76
0000000005|00000001065|2896|457.87
0000000001|00000001108|778|469.25
0000000009|00000004959|2624|290.86
0000000004|00000002268|166|478.61
0000000004|00000003214|278|161.41
0000000005|00000004735|2688|500.63
0000000002|00000004150|1289|151.36
0000000008|00000001256|1539|444.28
0000000010|00000004623|2427|292.01
0000000010|00000002483|2316|180.09
0000000006|00000004482|1828|135.65
0000000007|00000003526|967|39.95
0000000009|00000004947|2340|379.07
0000000010|00000003458|2100|6.99
0000000004|00000001080|709|491.64
0000000008|00000002775|1171|150.00
0000000004|00000001864|671|83.01
0000000010|00000004167|1037|419.69
0000000004|00000002922|1290|185.80
0000000001|00000003763|17|128.20
0000000007|00000003874|1984|165.33
0000000005|00000002626|2633|148.25
0000000006|00000001149|631|441.61
0000000010|00000004741|2093|19.63
0000000007|00000004374|861|369.93
0000000006|00000002392|2866|143.36
0000000008|00000003225|1347|214.30
0000000001|00000000878|2426|279.12
0000000006|00000004565|537|136.88
0000000009|00000001984|2562|451.07
0000000001|00000004130|1881|392.17
0000000009|00000000239|1095|24.34
0000000002|00000000704|1692|184.27
0000000006|00000003735|32|94.98
0000000005|00000003235|2276|268.01
0000000005|00000002241|2363|283.27
0000000010|00000004084|267|431.23
0000000007|00000002304|894|183.23
0000000010|00000000778|2730|40.23
0000000002|00000001113|2700|465.91
0000000002|00000000761|1816|200.67
0000000008|00000000522|655|224.23
0000000003|00000000254|202|417.60
0000000005|00000002750|997|258.59
0000000003|00000002156|1870|424.72
0000000010|00000004125|2021|143.04
0000000002|00000001624|2732|402.80
0000000002|00000004339|1992|361.34
0000000010|00000000230|1307|429.42
0000000004|00000003621|2615|231.99
0000000005|00000003640|500|289.68
0000000009|00000001141|1767|115.97
0000000001|00000000468|2250|355.53
0000000009|00000000379|2453|487.85
0000000008|00000001840|1691|148.31
0000000007|00000003217|111|118.07
0000000001|00000002415|1514|352.27
0000000002|00000003020|774|282.24
0000000002|00000003962|1245|220.76
0000000009|00000004654|1699|102.78
0000000008|00000004260|204|467.00
0000000006|00000004142|1001|233.36
0000000007|00000001378|2359|428.12
0000000006|00000000796|2922|440.99
0000000009|00000004641|673|422.37
0000000005|00000001500|1176|92.02
0000000008|00000003111|1803|96.77
0000000005|00000001726|251|119.95
0000000004|00000000553|2882|473.69
0000000006|00000003794|1774|65.55
0000000004|00000003481|1503|240.86
0000000004|00000001816|2936|225.45
0000000010|00000000945|1917|176.07
0000000008|00000001689|2155|428.05
0000000009|00000004814|765|358.74
0000000010|00000000017|791|396.36
0000000009|00000000134|2115|450.27
0000000010|00000004607|2197|136.78
0000000009|00000003601|259|454.82
0000000001|00000001351|1539|498.29
0000000007|00000001887|919|211.73
0000000003|00000003593|692|486.06
0000000005|00000003917|433|184.41
0000000007|00000001236|63|187.58
0000000008|00000004096|844|357.89
0000000010|00000002172|691|168.92
0000000003|00000001154|1670|461.06
0000000010|00000001272|1835|141.76
0000000009|00000002741|1390|33.45
0000000010|00000001224|714|107.67
0000000007|00000000809|334|479.26
0000000005|00000004682|532|21.43
0000000003|00000002029|407|227.20
0000000002|00000004302|2770|347.09
0000000007|00000004412|774|230.34
0000000010|00000002138|2002|432.91
0000000002|00000002168|748|352.45
0000000001|00000004346|2288|345.59
0000000003|00000002960|1487|396.44
0000000004|00000004732|1572|90.08
0000000004|00000002777|2807|31.54
0000000002|00000001521|1553|215.50
0000000006|00000002590|785|349.13
0000000005|00000002311|75|334.58
0000000010|00000004843|1562|403.01
0000000009|00000004252|316|402.15
0000000009|00000002045|2355|436.06
0000000006|00000002432|462|502.40
0000000006|00000001960|2295|191.46
0000000008|00000002793|1870|218.82
0000000007|00000001007|1096|372.00
0000000003|00000004139|2401|370.78
0000000008|00000002858|830|468.08
0000000009|00000000283|1651|83.89
0000000010|00000004022|1798|126.00
0000000005|00000000718|302|200.25
0000000003|00000001975|2732|374.62
0000000006|00000000771|2113|324.14
0000000005|00000000627|2064|334.73
0000000002|00000002190|1195|419.27
0000000006|00000001053|2140|94.14
0000000008|00000001896|740|306.72
0000000003|00000002006|195|87.84
0000000008|00000004635|2738|232.29
0000000009|00000003819|2917|153.44
0000000005|00000004218|2233|355.62
0000000009|00000001853|1462|456.13
0000000005|00000000335|2238|436.29
0000000009|00000003882|2187|217.00
0000000002|00000002561|2462|356.23
0000000001|00000000221|361|103.78
0000000003|00000002919|1300|133.33
0000000006|00000001262|663|260.21
0000000003|00000001355|2751|418.22
0000000001|00000003439|670|392.65
0000000008|00000000780|2791|106.49
0000000004|00000001723|344|331.96
0000000005|00000000675|2083|118.00
0000000009|00000003029|1576|255.49
0000000009|00000003691|1016|173.03
0000000010|00000002908|1827|33.67
0000000005|00000001482|1425|401.13
0000000002|00000003280|2314|266.59
0000000003|00000000244|880|404.33
0000000003|00000002005|1303|217.91
0000000001|00000000586|854|459.02
0000000010|00000002166|1312|446.28
0000000009|00000000018|2535|158.95
0000000005|00000001833|885|379.16
0000000010|00000001273|2843|253.32
0000000003|00000004377|1149|176.68
0000000007|00000003666|2809|59.05
0000000001|00000003502|600|150.84
0000000008|00000002817|1960|27.65
0000000007|00000003163|1561|260.47
0000000004|00000000016|2315|25.26
0000000008|00000004169|856|79.42
0000000009|00000003825|853|171.92
0000000009|00000003986|49|375.61
0000000007|00000002150|920|474.25
0000000004|00000000605|312|177.77
0000000008|00000002529|1671|362.56
0000000009|00000004473|2753|254.08
0000000001|00000002088|947|47.37
0000000004|00000002334|2331|396.97
0000000004|00000001662|1910|167.32
0000000003|00000000508|1253|266.72
0000000010|00000004965|1849|336.22
0000000003|00000003543|1470|465.00
0000000006|00000003171|1180|451.74
0000000004|00000001869|612|279.67
0000000004|00000000904|706|486.77
0000000007|00000003151|2966|431.99
0000000002|00000003803|43|258.66
0000000004|00000000441|2410|194.77
0000000002|00000003260|1396|449.49
